aug_id,original_local_index,aug_type,label,content_score,style_score,physio_score,artifact_safe_score,artifact_risk_raw,sas_score,artifact_gate_pass,score_artifact_gate_physio,component_gated_v1,component_gated_v1_soft
clean_000_00,0,clean,0,0.20408163964748383,0.08163265138864517,0.5102040767669678,0.4693877696990967,258.5462646484375,0.3500000238418579,1,0.5102040767669678,0.4693877696990967,0.2701374590396881
clean_000_01,0,clean,0,0.26530611515045166,0.0,0.5306122303009033,0.22448979318141937,304.9263610839844,0.24285712838172913,1,0.5306122303009033,0.40816327929496765,0.15493544936180115
bad_artifact_000_02,0,bad_artifact,0,0.9387755393981934,0.3265306055545807,0.6938775777816772,0.10204081982374191,1574.739013671875,0.47857144474983215,1,0.6938775777816772,0.7346938848495483,0.2069137990474701
bad_content_000_03,0,bad_content,0,0.7551020383834839,0.5306122303009033,0.4285714328289032,0.9795918464660645,0.004258571192622185,0.8785713911056519,1,0.4285714328289032,0.5306122303009033,0.5219491720199585
bad_physio_000_04,0,bad_physio,0,0.040816325694322586,0.6122449040412903,0.30612245202064514,0.7551020383834839,1.5313767194747925,0.4336734712123871,1,0.30612245202064514,0.3877550959587097,0.3117867410182953
clean_001_00,1,clean,1,0.5714285969734192,0.7755101919174194,0.8775510191917419,0.4285714328289032,262.22601318359375,0.4928571581840515,1,0.8775510191917419,0.8367347121238708,0.4542274475097656
clean_001_01,1,clean,1,0.3877550959587097,0.020408162847161293,0.44897958636283875,0.36734694242477417,268.7066345214844,0.37653058767318726,1,0.44897958636283875,0.30612245202064514,0.1511870175600052
bad_artifact_001_02,1,bad_artifact,1,0.918367326259613,0.2448979616165161,0.5714285969734192,0.08163265138864517,1814.985595703125,0.4581632614135742,0,0.0,0.0,0.15160350501537323
bad_content_001_03,1,bad_content,1,0.795918345451355,0.4285714328289032,0.26530611515045166,0.8775510191917419,0.3173622488975525,0.8408163189888,1,0.26530611515045166,0.26530611515045166,0.23931695520877838
bad_physio_001_04,1,bad_physio,1,0.12244898080825806,0.7346938848495483,0.2448979616165161,0.7755101919174194,1.4848893880844116,0.48163267970085144,1,0.2448979616165161,0.3469387888908386,0.2846314013004303
clean_002_00,2,clean,0,0.44897958636283875,0.9795918464660645,0.9591836929321289,0.2857142984867096,273.9508056640625,0.359183669090271,1,0.9591836929321289,0.9795918464660645,0.41982510685920715
clean_002_01,2,clean,0,0.5510203838348389,1.0,1.0,0.5510203838348389,229.98873901367188,0.5510203838348389,1,1.0,1.0,0.640816330909729
bad_artifact_002_02,2,bad_artifact,0,0.8367347121238708,0.20408163964748383,0.7346938848495483,0.0,5785.35009765625,0.37653061747550964,0,0.0,0.0,0.1387755125761032
bad_content_002_03,2,bad_content,0,0.6326530575752258,0.5102040767669678,0.40816327929496765,0.9591836929321289,0.10516513884067535,0.8122448921203613,1,0.40816327929496765,0.5102040767669678,0.4935443699359894
bad_physio_002_04,2,bad_physio,0,0.18367347121238708,0.6530612111091614,0.22448979318141937,0.7346938848495483,1.787672519683838,0.48673468828201294,1,0.22448979318141937,0.2857142984867096,0.22507290542125702
clean_003_00,3,clean,1,0.4693877696990967,0.8163265585899353,0.8979591727256775,0.30612245202064514,271.5246276855469,0.37959185242652893,1,0.8979591727256775,0.8979591727256775,0.39950019121170044
clean_003_01,3,clean,1,0.5918367505073547,0.10204081982374191,0.3265306055545807,0.2448979616165161,299.7752990722656,0.4010204076766968,1,0.3265306055545807,0.16326530277729034,0.06463973224163055
bad_artifact_003_02,3,bad_artifact,1,1.0,0.1428571492433548,0.6530612111091614,0.1428571492433548,842.4466552734375,0.5285714268684387,1,0.6530612111091614,0.6530612111091614,0.20524781942367554
bad_content_003_03,3,bad_content,1,0.7346938848495483,0.40816327929496765,0.18367347121238708,0.8979591727256775,0.20196664333343506,0.8244898319244385,1,0.18367347121238708,0.1428571492433548,0.1311953365802765
bad_physio_003_04,3,bad_physio,1,0.06122449040412903,0.5714285969734192,0.10204081982374191,0.6530612111091614,1.9724202156066895,0.3867346942424774,1,0.10204081982374191,0.10204081982374191,0.07371928542852402
clean_004_00,4,clean,1,0.2857142984867096,0.9387755393981934,0.8367347121238708,0.5102040767669678,241.05970764160156,0.40918368101119995,1,0.8367347121238708,0.8571428656578064,0.5212828516960144
clean_004_01,4,clean,1,0.30612245202064514,0.9591836929321289,0.795918345451355,0.3877550959587097,266.6507873535156,0.3510203957557678,1,0.795918345451355,0.8163265585899353,0.41649314761161804
bad_artifact_004_02,4,bad_artifact,1,0.9795918464660645,0.16326530277729034,0.6326530575752258,0.18367347121238708,434.09881591796875,0.5418367385864258,1,0.6326530575752258,0.6122449040412903,0.21241150796413422
bad_content_004_03,4,bad_content,1,0.4897959232330322,0.36734694242477417,0.040816325694322586,0.9387755393981934,0.1227535754442215,0.7367346882820129,1,0.040816325694322586,0.020408162847161293,0.019408579915761948
bad_physio_004_04,4,bad_physio,1,0.0,0.5510203838348389,0.0,0.6734693646430969,1.97217857837677,0.37040814757347107,1,0.0,0.040816325694322586,0.03015410155057907
clean_005_00,5,clean,0,0.16326530277729034,0.918367326259613,0.918367326259613,0.3265306055545807,269.3811950683594,0.2530612349510193,1,0.918367326259613,0.918367326259613,0.42357349395751953
clean_005_01,5,clean,0,0.1428571492433548,0.8571428656578064,0.9795918464660645,0.44897958636283875,261.5740661621094,0.31122449040412903,1,0.9795918464660645,0.9591836929321289,0.5363598465919495
bad_artifact_005_02,5,bad_artifact,0,0.8571428656578064,0.30612245202064514,0.5510203838348389,0.12244898080825806,931.1714477539062,0.45306122303009033,1,0.5510203838348389,0.5510203838348389,0.16418157517910004
bad_content_005_03,5,bad_content,0,0.6122449040412903,0.4897959232330322,0.36734694242477417,0.8571428656578064,0.44019660353660583,0.7469387650489807,1,0.36734694242477417,0.44897958636283875,0.39766764640808105
bad_physio_005_04,5,bad_physio,0,0.3265306055545807,0.6326530575752258,0.2857142984867096,0.6938775777816772,1.9479749202728271,0.5285714864730835,1,0.2857142984867096,0.36734694242477417,0.2773844301700592
clean_006_00,6,clean,1,0.2448979616165161,0.06122449040412903,0.3469387888908386,0.40816327929496765,266.07537841796875,0.33469387888908386,1,0.3469387888908386,0.22448979318141937,0.11820074915885925
clean_006_01,6,clean,1,0.40816327929496765,0.7551020383834839,0.8163265585899353,0.26530611515045166,283.1715393066406,0.3295918405056,1,0.8163265585899353,0.795918345451355,0.32811328768730164
bad_artifact_006_02,6,bad_artifact,1,0.7142857313156128,0.22448979318141937,0.6734693646430969,0.040816325694322586,4139.88671875,0.34387755393981934,0,0.0,0.0,0.15668471157550812
bad_content_006_03,6,bad_content,1,0.6734693646430969,0.3877550959587097,0.020408162847161293,1.0,0.003044632263481617,0.8530611991882324,1,0.020408162847161293,0.0,0.0
bad_physio_006_04,6,bad_physio,1,0.8163265585899353,0.6938775777816772,0.06122449040412903,0.795918345451355,1.2663352489471436,0.8051020503044128,1,0.06122449040412903,0.08163265138864517,0.0683048665523529
clean_007_00,7,clean,0,0.6938775777816772,0.12244898080825806,0.4897959232330322,0.5306122303009033,234.4421844482422,0.6040816307067871,1,0.4897959232330322,0.4285714328289032,0.2676384747028351
